IP Start|IP End|AS Type|Country|Country Code|Region|Postal Code|Organization|Time Zone|Full Country Name|Country Code|AS Number
241.167.81.63|241.167.81.63|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
230.25.85.135|164.26.169.170|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
218.171.134.252|218.171.134.252|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
87.90.85.103|87.90.85.103|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
143.93.12.61|143.93.12.61|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
74.88.36.168|74.88.36.168|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
189.193.31.232|189.193.31.232|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
172.114.51.249|172.114.51.249|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
110.115.149.190|17.227.76.226|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
65.210.207.36|65.210.207.36|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
178.221.127.79|179.42.252.42|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
41.171.226.182|41.171.226.182|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
179.32.161.160|179.32.161.160|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
30.236.142.4|97.90.131.124|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
49.110.251.119|203.1.89.106|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
194.14.162.137|194.14.162.137|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
82.124.30.78|82.124.30.78|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
184.78.81.85|184.78.81.85|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
116.207.149.222|130.137.230.209|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
103.162.242.69|59.37.164.11|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
6.203.10.83|6.203.10.83|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
131.25.219.222|198.168.84.86|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
53.219.20.160|53.219.20.160|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
203.85.4.109|195.19.219.199|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
116.177.164.201|194.37.213.68|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
6.20.105.151|230.186.30.199|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
145.214.150.109|145.214.150.109|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
105.124.228.61|105.124.228.61|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
42.168.176.99|157.19.218.185|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
59.25.146.174|59.25.146.174|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
88.123.144.51|172.79.105.85|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
160.178.245.232|26.201.57.179|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
221.190.250.191|143.131.29.158|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
70.226.61.185|21.47.211.182|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
211.84.167.51|211.84.167.51|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
63.24.100.150|63.24.100.150|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
250.83.208.87|250.83.208.87|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
150.169.137.44|150.169.137.44|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
104.252.196.211|136.155.47.181|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
253.200.1.62|253.200.1.62|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
146.28.156.164|108.212.241.244|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
182.53.235.107|182.53.235.107|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
211.209.47.254|64.2.226.243|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
20.65.21.8|20.65.21.8|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
190.161.238.40|37.106.221.71|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
193.145.34.182|193.145.34.182|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
99.115.87.42|99.115.87.42|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
75.194.30.154|75.194.30.154|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
25.125.69.181|92.137.255.139|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
44.139.114.123|44.139.114.123|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
202.222.0.99|62.27.153.88|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
183.14.216.215|248.65.7.32|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
2.167.207.170|240.161.201.223|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
227.223.199.56|222.69.194.109|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
88.204.70.24|142.221.93.246|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
150.235.210.194|145.55.46.37|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
130.240.86.64|213.84.30.92|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
243.245.158.129|243.245.158.129|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
91.71.10.99|236.96.116.214|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
62.244.163.178|177.35.43.238|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
139.148.150.23|139.148.150.23|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
201.81.4.135|201.81.4.135|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
46.183.40.73|46.183.40.73|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
108.95.55.176|88.197.200.212|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
50.149.57.184|82.27.218.183|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
230.126.89.61|198.207.68.237|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
25.58.58.16|36.67.143.141|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
98.15.135.43|98.15.135.43|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
197.4.46.35|197.4.46.35|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
236.173.13.146|236.173.13.146|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
237.138.140.48|237.138.140.48|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
78.118.176.83|78.118.176.83|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
251.159.80.217|251.159.80.217|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
193.132.78.253|62.97.82.164|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
255.138.82.223|13.73.38.220|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
232.117.106.214|170.45.16.81|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
183.129.148.147|142.68.78.126|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
87.147.213.160|87.147.213.160|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
70.206.107.179|70.206.107.179|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
67.52.225.122|151.164.159.65|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
218.211.45.191|218.211.45.191|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
100.185.231.87|100.185.231.87|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
8.15.164.155|246.175.220.91|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
134.33.173.190|134.33.173.190|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
167.171.52.44|167.171.52.44|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
182.170.146.8|28.123.51.12|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
179.37.140.76|252.142.84.156|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
197.37.130.238|72.221.94.177|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
81.254.115.203|81.254.115.203|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
8.23.138.124|8.23.138.124|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
68.58.105.229|68.58.105.229|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
42.134.149.18|241.74.59.127|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
197.100.100.72|217.139.60.242|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
241.217.0.66|241.217.0.66|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
138.153.60.143|66.55.105.66|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
110.17.37.171|110.17.37.171|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
1.63.11.76|1.63.11.76|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
1.116.89.182|1.116.89.182|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
75.159.198.112|143.140.153.75|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
180.127.162.103|185.191.59.121|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
163.136.134.13|230.240.193.85|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
243.95.128.244|112.16.68.134|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
112.170.30.152|1.181.199.138|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
211.128.171.27|176.189.228.156|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
182.139.107.99|182.139.107.99|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
72.55.109.74|72.55.109.74|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
81.5.104.25|81.5.104.25|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
21.172.212.178|147.213.224.140|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
229.126.159.212|153.42.233.175|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
139.204.79.62|163.31.31.138|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
80.159.221.32|183.207.52.84|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
122.190.2.7|102.190.184.159|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
233.145.149.75|239.233.227.153|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
204.82.49.140|204.82.49.140|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
139.117.223.195|95.77.255.236|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
136.71.251.197|136.71.251.197|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
168.82.99.194|97.250.27.137|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
199.147.29.79|199.147.29.79|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
9.8.171.51|9.8.171.51|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
231.11.233.63|231.11.233.63|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
173.13.235.108|241.97.126.11|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
209.254.139.170|76.182.201.74|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
3.147.198.5|135.88.170.47|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
207.29.19.52|50.35.75.61|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
82.16.70.149|1.213.111.94|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
84.62.211.160|84.62.211.160|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
198.164.62.255|198.164.62.255|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
107.68.194.221|107.68.194.221|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
163.183.74.108|85.32.123.152|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
141.204.54.222|27.189.20.142|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
65.224.15.254|81.86.209.245|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
6.107.5.231|164.137.205.192|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
95.6.121.129|95.6.121.129|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
56.125.114.192|109.68.65.168|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
235.96.167.30|235.96.167.30|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
23.214.9.70|23.214.9.70|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
54.184.245.190|5.8.92.82|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
73.222.187.154|39.28.220.168|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
225.18.115.16|225.18.115.16|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
47.233.201.34|236.80.25.219|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
241.205.29.228|241.205.29.228|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
226.235.64.120|185.82.109.106|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
1.204.191.179|1.204.191.179|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
64.45.202.63|64.45.202.63|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
187.11.251.149|187.11.251.149|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
224.126.200.16|67.61.85.54|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
90.243.170.208|224.248.182.69|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
155.6.120.95|24.170.148.199|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
168.136.234.0|168.136.234.0|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
37.23.104.133|200.49.55.54|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
111.200.29.47|111.200.29.47|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
48.239.213.148|162.110.64.132|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
39.44.97.73|39.44.97.73|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
208.162.231.57|208.162.231.57|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
198.184.113.206|18.69.86.137|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
200.251.142.175|200.251.142.175|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
167.133.215.93|167.133.215.93|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
242.232.209.165|25.210.125.44|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
116.34.91.225|116.34.91.225|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
157.54.152.195|180.112.35.185|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
116.3.214.190|116.3.214.190|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
228.101.181.51|228.101.181.51|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
135.17.38.99|135.17.38.99|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
70.48.25.144|70.48.25.144|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
225.29.122.63|225.29.122.63|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
159.120.248.160|67.67.44.252|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
57.229.173.197|57.229.173.197|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
14.122.230.85|164.19.252.251|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
20.217.158.217|41.71.52.154|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
52.26.229.208|52.26.229.208|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
52.28.107.35|209.93.108.116|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
249.226.75.123|98.234.186.208|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
207.192.135.73|207.192.135.73|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
53.74.136.182|53.74.136.182|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
45.73.201.143|45.73.201.143|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
111.228.28.57|111.228.28.57|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
39.194.72.122|39.194.72.122|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
112.99.177.53|111.26.129.39|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
206.193.13.178|206.193.13.178|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
255.23.180.235|70.17.237.147|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
94.113.184.239|94.113.184.239|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
24.207.64.0|24.207.64.0|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
130.221.112.109|130.221.112.109|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
65.207.255.130|80.171.206.158|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
183.156.122.99|185.245.150.61|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
7.165.140.254|67.214.83.195|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
61.77.232.14|13.153.220.250|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
224.25.137.41|14.4.230.124|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
32.179.18.118|143.172.78.211|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
37.188.248.144|37.188.248.144|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
99.14.235.78|35.22.66.29|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
92.3.1.234|234.34.237.118|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
112.131.253.115|112.131.253.115|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
215.116.206.97|101.194.90.20|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
69.227.187.11|69.227.187.11|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
67.31.202.125|67.31.202.125|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
51.237.13.178|51.237.13.178|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
128.45.245.43|128.45.245.43|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
53.233.56.254|107.64.255.72|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
1.153.125.135|1.153.125.135|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
140.16.138.7|140.16.138.7|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
224.89.50.67|188.161.35.226|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
10.228.1.19|10.228.1.19|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
54.255.118.32|54.255.118.32|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
241.250.98.124|241.250.98.124|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
38.68.75.86|111.97.63.37|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
47.244.204.255|47.244.204.255|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
63.187.94.23|145.126.170.243|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
103.132.203.48|103.132.203.48|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
136.73.13.11|98.44.31.166|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
44.153.140.115|237.22.72.251|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
224.62.187.66|224.62.187.66|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
201.204.125.171|201.204.125.171|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
227.90.234.124|227.90.234.124|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
57.166.81.67|57.166.81.67|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
95.149.218.33|95.149.218.33|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
31.104.111.48|31.104.111.48|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
24.135.18.121|24.135.18.121|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
18.51.42.203|177.142.243.68|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
63.153.169.252|63.153.169.252|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
74.172.170.149|167.209.128.218|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
81.169.13.38|81.169.13.38|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
134.104.21.232|131.124.85.162|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
188.13.101.145|126.10.128.91|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
230.231.105.199|231.128.29.70|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
158.60.96.233|96.187.43.97|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
157.254.79.168|176.45.142.182|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
124.191.67.184|124.191.67.184|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
244.198.245.73|210.176.147.114|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
245.203.151.113|245.203.151.113|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
49.73.198.200|48.115.190.90|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
125.157.251.217|209.140.144.242|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
105.168.50.44|27.119.188.2|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
196.237.87.34|196.237.87.34|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
114.128.36.62|140.233.24.212|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
36.95.40.218|174.84.166.23|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
22.168.38.152|22.168.38.152|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
